id,template_id,category,check_point,specification,expected_value,acceptance_criterion,tolerance,photos_required,priority,line_order
d247a910-5e0c-5edf-8be0-9f38ebeec7b9,10f49b5b-78cf-5f26-8fec-1f4ca306f92e,During Excavation,Support and Access Provision: Have proper support structures and access points been provided for the excavated sides to ensure safety and ease of work?,NULL,NULL,NULL,NULL,false,medium,14
b8866bd0-38b0-5e6f-88ad-c19db35f0410,10f49b5b-78cf-5f26-8fec-1f4ca306f92e,During Excavation,Barricading and Caution Signs: Are appropriate barricades and caution signs in place for safety purposes?,NULL,NULL,NULL,NULL,false,medium,15
7f0abec0-e3b1-502f-b2a4-f0bd6775d629,10f49b5b-78cf-5f26-8fec-1f4ca306f92e,After Excavation,"Record Keeping: Are relevant records maintained for excavation and quality control activities, including measurements?",NULL,NULL,NULL,NULL,false,medium,16
a3b1db9b-81c1-545b-b0cf-91e61e96ffbc,10f49b5b-78cf-5f26-8fec-1f4ca306f92e,After Excavation,Safety Inspections: Have safety inspections been conducted and ensured safety in the excavated area?,NULL,NULL,NULL,NULL,false,medium,17
a20ca012-182a-5add-9eeb-943bb26d2196,10f49b5b-78cf-5f26-8fec-1f4ca306f92e,After Excavation,Final Inspection: Was the final inspection conducted before proceeding to the next phase?,NULL,NULL,NULL,NULL,false,medium,18
f52bc82a-4389-57ea-a81f-fa6598025675,10f49b5b-78cf-5f26-8fec-1f4ca306f92e,After Excavation,Site Clean-up: Has the site been cleaned of debris and materials after earthwork is completed?,NULL,NULL,NULL,NULL,false,medium,19
c409c716-02de-5dd0-88b1-7b01ee7821c2,028d0670-842c-5bf0-937b-68e1b178c552,Before Setting Out,Review the Plans: Were architectural and structural AFC drawings checked and found OK?,NULL,NULL,NULL,NULL,false,medium,0
fcaa17bc-895d-593b-bef9-7e658fed4bb3,028d0670-842c-5bf0-937b-68e1b178c552,Before Setting Out,"Site Inspection and Preparation: Has the existing features, boundaries, obstacles been checked? Has vegetation been cleared, and the site prepared accordingly?",NULL,NULL,NULL,NULL,false,medium,1
79e7fbf6-6b7e-5a59-b245-8d953b2987ec,028d0670-842c-5bf0-937b-68e1b178c552,Before Setting Out,Establish Baselines: Have reference baselines and sub-baselines been checked and established as per drawings?,NULL,NULL,NULL,NULL,false,medium,2
bda12d44-2841-50ee-b2e8-a4d385f34077,028d0670-842c-5bf0-937b-68e1b178c552,Before Setting Out,Benchmarks: Have permanent benchmarks been established?,NULL,NULL,NULL,NULL,false,medium,3
1fc3fef9-23fa-5d1f-b0d8-3f1f8aadefbd,028d0670-842c-5bf0-937b-68e1b178c552,Before Setting Out,Grid Lines: Have grid lines been established in both directions?,NULL,NULL,NULL,NULL,false,medium,4
94ff52da-9531-5bd2-8c95-b78bf3ac07fa,028d0670-842c-5bf0-937b-68e1b178c552,Before Setting Out,Survey Equipments: Are all survey equipment available and checked for usability calibration?,NULL,NULL,NULL,NULL,false,medium,5
79cefb55-4e0e-5cc1-8cdc-9ce0fa7da6f3,028d0670-842c-5bf0-937b-68e1b178c552,During Setting Out,"Marking Tools: Have necessary layout tools, such as chalk lines, marking paint, and pegs been checked?",NULL,NULL,NULL,NULL,false,medium,6
eeb3d626-07d7-5402-ac22-6c81e7196cd9,028d0670-842c-5bf0-937b-68e1b178c552,During Setting Out,Setbacks: Have setbacks been checked in accordance with the drawings?,NULL,NULL,NULL,NULL,false,medium,7
24e55f67-655a-538b-bb22-928f530ab9e0,028d0670-842c-5bf0-937b-68e1b178c552,During Setting Out,Safety Measures: Have safety precautions been checked for setting-out points?,NULL,NULL,NULL,NULL,false,medium,8
dabe38fb-8946-5592-83be-bce342f6fd92,028d0670-842c-5bf0-937b-68e1b178c552,During Setting Out,Record Keeping: Is detailed records of measurements being maintained?,NULL,NULL,NULL,NULL,false,medium,9
c342d2ca-0423-5404-95c7-c96a00b81e21,028d0670-842c-5bf0-937b-68e1b178c552,After Setting Out,"Quality Control: Have measurements been checked for accuracy, including the right angle and diagonals?",NULL,NULL,NULL,NULL,false,medium,10
81f1e6cf-81e0-5b2c-afd9-d0257caeab2b,028d0670-842c-5bf0-937b-68e1b178c552,After Setting Out,Issue Resolution: Have deviations identified during the setting-out process been effectively addressed and resolved as per the standard procedure?,NULL,NULL,NULL,NULL,false,medium,11
feb13eec-644f-5ae5-a53d-b751e5f1132d,028d0670-842c-5bf0-937b-68e1b178c552,After Setting Out,Final Inspection: Was a final inspection conducted before proceeding to the next phase of work?,NULL,NULL,NULL,NULL,false,medium,12
f400e606-bdb5-549d-b101-ab47b3ee44b7,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,"Site Preparation: Has the piling site been prepared, obstructions cleared, and safe access ensured for piling equipment?",NULL,NULL,NULL,NULL,false,medium,0
33bce608-8e06-5b07-915e-8d01f49385c1,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,Line & Level Preparation: Have reference lines and levels been established for precise pile positioning according to the design specifications?,NULL,NULL,NULL,NULL,false,medium,1
828f1f22-2aec-527d-9b72-aed946ce0b3a,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,Adjacent Pile Spacing: Is the correct spacing between adjacent piles checked and maintained as per project requirements?,NULL,NULL,NULL,NULL,false,medium,2
26437920-9073-5705-8b79-e937185dbbda,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,"Reinforcement Details: Have the type, size, and arrangement of reinforcement bars or cages been verified as per the structural drawing?",NULL,NULL,NULL,NULL,false,medium,3
cb36d6ff-b25c-5c02-8e53-703155102ff2,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,Cover Block Placement: Is the proper placement of cover blocks ensured to protect reinforcement and maintain concrete cover?,NULL,NULL,NULL,NULL,false,medium,4
5c35d2c4-1ad9-5e1a-b57b-01f69a2a62a2,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,Working Condition of Equipment: Have piling equipment been inspected to ensure they are in working condition?,NULL,NULL,NULL,NULL,false,medium,5
0eb1e7bc-92fe-5b50-949e-cd8abb413ff4,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,"Quality of Construction Material: Has the quality of construction materials, including concrete, steel been tested & verified?",NULL,NULL,NULL,NULL,false,medium,6
9dbccbea-67b7-5c48-9873-fa67dfff3954,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,Concrete Mix Design: Has the concrete mix design been checked to meet the specified strength and durability?,NULL,NULL,NULL,NULL,false,medium,7
32121ba4-ed35-5dc0-bb23-22c3ecfc2a2c,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,"Safety Measures: Have safety protocols been implemented, and protective gear provided to ensure the safety of workers and the site?",NULL,NULL,NULL,NULL,false,medium,8
033e2b88-16e7-5c49-8ca2-4066737da609,128689df-9e5e-51f5-b621-bdcaf09f5d2e,Before Piling,Quality Control Procedures: Have quality control measures including QTBT been implemented to ensure compliance with design specifications and industry standards?,NULL,NULL,NULL,NULL,false,medium,9
e390b411-e955-5984-b8be-c69efdf69409,128689df-9e5e-51f5-b621-bdcaf09f5d2e,During Piling,Rig Placing: Has the rig placed properly over the pile location for accurate driving?,NULL,NULL,NULL,NULL,false,medium,10
44336423-87f5-5a42-af03-914b748579f0,128689df-9e5e-51f5-b621-bdcaf09f5d2e,During Piling,Centering of Casing: Is the casing correctly centered over the pile location?,NULL,NULL,NULL,NULL,false,medium,11
82a85461-b55e-502b-b675-64bf077913ec,128689df-9e5e-51f5-b621-bdcaf09f5d2e,During Piling,Density of Bentonite Slurry: Is the proper density of bentonite slurry being monitored and maintained for supporting the borehole and stabilizing the soil?,NULL,NULL,NULL,NULL,false,medium,12
7968a663-d3b5-5f2c-afd3-786584d36fed,128689df-9e5e-51f5-b621-bdcaf09f5d2e,During Piling,Taking of Soil Samples: Have soil samples been collected from the borehole for geotechnical testing and analysis?,NULL,NULL,NULL,NULL,false,medium,13
27a5df3d-79ce-5afb-852e-fac581c003d4,128689df-9e5e-51f5-b621-bdcaf09f5d2e,During Piling,Number of Blows for SPT 'N': Have the number of blows required to achieve the specified 'N' value during the Standard Penetration Test (SPT) for soil characterization been recorded?,NULL,NULL,NULL,NULL,false,medium,14
73f9136f-06bb-5d37-812e-cd6d4c08dd0c,128689df-9e5e-51f5-b621-bdcaf09f5d2e,During Piling,Reinforcement Details: Is the placement and alignment of reinforcement bars or cages inside the pile continuously monitored during driving?,NULL,NULL,NULL,NULL,false,medium,15
133ad4d4-88be-57bc-a2a2-3b1c877497ce,128689df-9e5e-51f5-b621-bdcaf09f5d2e,During Piling,Safety Measures: Are safety protocols and protective gear consistently enforced during the piling process?,NULL,NULL,NULL,NULL,false,medium,16
4277512e-05aa-59ae-bc76-0a635bbf2b7f,128689df-9e5e-51f5-b621-bdcaf09f5d2e,After Piling,"Actual Cement Consumption: Has the actual cement consumption for pile concreting been calculated and documented, and has it been compared to the estimated consumption?",NULL,NULL,NULL,NULL,false,medium,17
6087c866-e12c-5832-aa2d-b20d56b1a3e9,128689df-9e5e-51f5-b621-bdcaf09f5d2e,After Piling,Concrete Test and Samples: Has slump tests are conducted during the concrete and cube samples are prepared as per the standard requirements.,NULL,NULL,NULL,NULL,false,medium,18
e26d3d24-ac41-5213-852e-12dc3c7454b0,128689df-9e5e-51f5-b621-bdcaf09f5d2e,After Piling,"Maintaining Bore Log: Are detailed borehole logs being maintained, including soil and rock information, borehole dimensions, drilling conditions and reinforment details for future reference?",NULL,NULL,NULL,NULL,false,medium,19
bb960ec1-8bc3-542b-836a-87425942e36e,3bdffcc8-8ece-5efe-8097-3626bda14234,Before,Safety Measures: Have all safety precautions been checked and implemented?,NULL,NULL,NULL,NULL,false,medium,0
143a3c14-54e5-5c83-8736-f6a9f5ca71fa,3bdffcc8-8ece-5efe-8097-3626bda14234,Before,Material Quality: Has the quality of backfill materials been checked?,NULL,NULL,NULL,NULL,false,medium,1
04835006-72c3-53c0-ac88-4782a6421e51,3bdffcc8-8ece-5efe-8097-3626bda14234,Before,Backfilling Compliance: Is backfilling being done in layers as specified?,NULL,NULL,NULL,NULL,false,medium,2
abd38140-cbc1-534f-a269-4e0fcbac4117,3bdffcc8-8ece-5efe-8097-3626bda14234,Before,Moisture Management: Are appropriate moisture levels being maintained during backfilling?,NULL,NULL,NULL,NULL,false,medium,3
f33d8edc-a292-5902-8d66-867a1e337deb,3bdffcc8-8ece-5efe-8097-3626bda14234,During,Inspection and Testing: Is regular inspection and testing of backfill work being conducted?,NULL,NULL,NULL,NULL,false,medium,4
69ee32c8-e32f-5470-b6cd-cc795d938188,3bdffcc8-8ece-5efe-8097-3626bda14234,During,Compaction Compliance: Does the compaction meet the specified standards?,NULL,NULL,NULL,NULL,false,medium,5
2bebb3d9-3d4e-50be-9439-8385dfb4d1c6,3bdffcc8-8ece-5efe-8097-3626bda14234,During,Backfill Level Compliance: Is the backfilling done up to the specified levels as required?,NULL,NULL,NULL,NULL,false,medium,6
5c791633-c253-59e9-aad7-a576a2bf3b21,3bdffcc8-8ece-5efe-8097-3626bda14234,After,Surplus Earth Disposal: Has the disposal of surplus earth from the work site been confirmed?,NULL,NULL,NULL,NULL,false,medium,7
e1f8a62e-7512-5a00-b6fe-ea715a6d7b54,2d14c434-1224-5d5f-9620-d4678ecff900,Pre-Treatment Checklist,Pre-Inspection: Has the area been inspected to assess termite infestation?,NULL,NULL,NULL,NULL,false,medium,0
fe11effd-586c-56b7-9966-9210ce6a45a3,2d14c434-1224-5d5f-9620-d4678ecff900,Pre-Treatment Checklist,Safety Precautions: Are safety measures for workers and occupants being implemented?,NULL,NULL,NULL,NULL,false,medium,1
8a40f83e-c0ef-5b4d-b2d7-9bbf87dd632e,2d14c434-1224-5d5f-9620-d4678ecff900,Pre-Treatment Checklist,Chemical Selection: Have appropriate termiticides and chemicals been chosen?,NULL,NULL,NULL,NULL,false,medium,2
0e08f059-58b7-52a1-a766-a2b9d35a73c1,2d14c434-1224-5d5f-9620-d4678ecff900,Pre-Treatment Checklist,Chemical Concentration: Is the concentration of the chemical emulsion within the AJeptable range?,NULL,NULL,NULL,NULL,false,medium,3
b3efdf14-b9ab-5328-bd44-0b6d0429d73c,2d14c434-1224-5d5f-9620-d4678ecff900,Pre-Treatment Checklist,Earthwork Completion: Has earthwork for the treated area been completed?,NULL,NULL,NULL,NULL,false,medium,4
f0d7d896-3c56-51ab-b84a-388411f2213e,2d14c434-1224-5d5f-9620-d4678ecff900,Pre-Treatment Checklist,"Equipment Condition: Is the spraying equipment, such as pumps, in good working condition?",NULL,NULL,NULL,NULL,false,medium,5
589e7ee4-5969-5107-b853-a6a8fd5184d6,2d14c434-1224-5d5f-9620-d4678ecff900,Pre-Treatment Checklist,Warranties and Guarantees: Have the warranties or guarantees provided by the pest control professional been verified?,NULL,NULL,NULL,NULL,false,medium,6
233f6c67-dad9-5dbf-b06d-8dd3e3e9e3e9,2d14c434-1224-5d5f-9620-d4678ecff900,During-Treatment Checklist,Surface Preparation: Have surfaces been prepared by removing obstructions and debris?,NULL,NULL,NULL,NULL,false,medium,7
144bea1e-ac32-5460-a683-a62470f962d2,2d14c434-1224-5d5f-9620-d4678ecff900,During-Treatment Checklist,Hole-Making Intervals and Depth: Is there consistency in hole-making intervals and depth for effective treatment?,NULL,NULL,NULL,NULL,false,medium,8
02c34525-94ee-5851-8853-854ae738ff0d,2d14c434-1224-5d5f-9620-d4678ecff900,During-Treatment Checklist,Uniform Chemical Application: Has the chemical emulsion been uniformly applied?,NULL,NULL,NULL,NULL,false,medium,9
12f880d5-24dd-5bcb-9e38-d59ece8732e4,2d14c434-1224-5d5f-9620-d4678ecff900,Post-Treatment Checklist,Monitoring and Inspection: Is post-treatment monitoring and periodic inspection being implemented?,NULL,NULL,NULL,NULL,false,medium,10
dd8732f0-34fa-5084-b58b-6d0132c379c6,2d14c434-1224-5d5f-9620-d4678ecff900,Post-Treatment Checklist,"Record Keeping: Are records of treatment, chemical use, and inspection results being maintained?",NULL,NULL,NULL,NULL,false,medium,11
5986e6c2-b23f-5335-be56-d21ff7b17a79,2d14c434-1224-5d5f-9620-d4678ecff900,Post-Treatment Checklist,Post-Treatment Actions: Have any recommended post-treatment actions been followed up?,NULL,NULL,NULL,NULL,false,medium,12
e6544dae-ee83-52c6-9fda-2ae8522dec3d,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,Before Shuttering,"Review Plans and Drawings: Have the architectural, structural plans and AFC Drawings been reviewed?",NULL,NULL,NULL,NULL,false,medium,0
f0cd0f7b-c7e5-5f61-b8d2-8ef538f44573,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,Before Shuttering,"Material Inspection: Has the quality and dimensions of shuttering materials (plywood, timber, steel, etc.) been inspected?",NULL,NULL,NULL,NULL,false,medium,1
28534977-c116-5606-9164-b8be6ec9889c,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,Before Shuttering,Site Preparation: Is the site level and prepared for shuttering?,NULL,NULL,NULL,NULL,false,medium,2
8d554c89-b75d-5112-a65c-2d0b25bc56b0,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,Before Shuttering,Layout and Marking: Have the layout and dimensions for the shuttering been accurately marked?,NULL,NULL,NULL,NULL,false,medium,3
fbde9c9c-e9b3-5e9c-ad70-370e665d05d7,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,Before Shuttering,Safety Measures: Are safety precautions for workers and the surrounding area being implemented?,NULL,NULL,NULL,NULL,false,medium,4
5133cc89-c612-5092-8956-1f74f0aa24f0,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,During Shuttering,"Proper Alignment and Leveling: Is the shuttering level, plumb, and aligned with the design plans?",NULL,NULL,NULL,NULL,false,medium,5
e95d6033-8b0f-5255-b3d0-2079bf7a5c51,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,During Shuttering,Secure Joints: Have joints and gaps in the shuttering been securely fastened to prevent the leakage of concrete?,NULL,NULL,NULL,NULL,false,medium,6
42b87c4a-eff9-5c14-887f-0c4b3d1ef53d,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,During Shuttering,Adequate Tie Rods and Reinforcement: Are tie rods and reinforcement correctly placed in the shuttering for structural stability?,NULL,NULL,NULL,NULL,false,medium,7
5a81e6bc-780d-5eb2-a49f-04c80838dac2,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,During Shuttering,"Properly Supported Props: Are all wooden/steel props supported on a rigid, flat surface and tightly secured?",NULL,NULL,NULL,NULL,false,medium,8
57e830df-354f-5842-a902-f70a23f6f784,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,During Shuttering,Bracing System: Is the support system properly braced for stability?,NULL,NULL,NULL,NULL,false,medium,9
45ab16cd-d9c6-54d3-b860-8acfa2e39a65,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,During Shuttering,Side Support Inspection: Have the side supports of each beam been checked to eliminate the chance of bulging?,NULL,NULL,NULL,NULL,false,medium,10
e920ce1d-10f6-5255-84ce-283002537828,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,During Shuttering,"Location of Openings: Has the location of spouts, inserts, or openings been verified according to the design?",NULL,NULL,NULL,NULL,false,medium,11
35be2480-2bc5-5be6-8a3f-37d4a93a9202,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,During Shuttering,Sunken Flat Area Position: Is the level and position of sunken flat areas in accordance with specifications?,NULL,NULL,NULL,NULL,false,medium,12
f0ba63af-23f6-51fa-a0aa-56b1e3b5f6c5,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,After Shuttering,Cleaning and Preparation: Has the formwork been thoroughly cleaned before starting the reinforcement work?,NULL,NULL,NULL,NULL,false,medium,13
417c22c9-82bf-529b-8932-3be8357bbc71,55cdb0c2-f5f9-5fcd-a2c8-5b3d972333dc,After Shuttering,Waste Disposal: Are waste materials being disposed of according to the environmental regulations?,NULL,NULL,NULL,NULL,false,medium,14
f471976f-156b-571f-abc3-5c8a5f2faed3,dab3b565-b360-5e4b-ac8f-241506758bef,Before Reinforcement Placement,"Review Structural Plans: Have the structural plans, reinforcement details and AFC drawings been thoroughly checked?",NULL,NULL,NULL,NULL,false,medium,0
065534af-027d-56b4-981d-c754bcb0b1b1,dab3b565-b360-5e4b-ac8f-241506758bef,Before Reinforcement Placement,Brand of steel: Mention the brand the steel in the remark column,NULL,NULL,NULL,NULL,false,medium,1
a3c8017c-ce90-565e-9cf1-536960b9f632,dab3b565-b360-5e4b-ac8f-241506758bef,Before Reinforcement Placement,Material Inspection: Has the quality and dimensions of reinforcement bars (rebar) and mesh been inspected?,NULL,NULL,NULL,NULL,false,medium,2
3111cb9f-2a95-5eaa-84c3-1c025d79e99f,dab3b565-b360-5e4b-ac8f-241506758bef,Before Reinforcement Placement,Bar Bending Schedule: Does the bar bending schedule match the structural drawings?,NULL,NULL,NULL,NULL,false,medium,3
000eae66-3785-560b-b837-721de513498d,dab3b565-b360-5e4b-ac8f-241506758bef,Before Reinforcement Placement,"Fabrication at Yard: Has sample fabrication of each type of bar been done at the fabrication yard, with dimensions checked and cut length verified before mass production?",NULL,NULL,NULL,NULL,false,medium,4
77b9826d-78f3-5ac5-84b6-fb5737d4f62e,dab3b565-b360-5e4b-ac8f-241506758bef,Before Reinforcement Placement,Storage and Handling: Is there proper storage and handling of reinforcement materials to prevent damage?,NULL,NULL,NULL,NULL,false,medium,5
9aefac27-a87f-5487-a07f-819435c7b415,dab3b565-b360-5e4b-ac8f-241506758bef,Before Reinforcement Placement,Safety Measures: Are safety precautions for workers and the construction site being implemented?,NULL,NULL,NULL,NULL,false,medium,6
c61d32a2-7299-556d-8e6e-504ad5c1f619,dab3b565-b360-5e4b-ac8f-241506758bef,During Reinforcement Placement,Bar Alignment and Spacing: Are the reinforcement bars aligned and spaced correctly according to the design specifications?,NULL,NULL,NULL,NULL,false,medium,7
a41afb98-e548-5b6d-8a75-dccff9e221a8,dab3b565-b360-5e4b-ac8f-241506758bef,During Reinforcement Placement,"Overlaps and Lapping: Have laps been staggered, lap lengths checked and recorded, and spacer bars provided wherever necessary and recorded?",NULL,NULL,NULL,NULL,false,medium,8
04b865a5-28d8-535f-9b0f-bcea0c906cf2,dab3b565-b360-5e4b-ac8f-241506758bef,During Reinforcement Placement,Chairs or Supports: Are chairs or spacers being used to maintain the correct cover (distance between bars and formwork)?,NULL,NULL,NULL,NULL,false,medium,9
c44a6074-7b40-55c6-8465-932d5dc68926,dab3b565-b360-5e4b-ac8f-241506758bef,During Reinforcement Placement,Structural earthing: Is structural Earthing works are done?,NULL,NULL,NULL,NULL,false,medium,10
44d53bdd-895a-574e-b086-8246cc98bc95,dab3b565-b360-5e4b-ac8f-241506758bef,During Reinforcement Placement,"Proper Spacing and Cover Blocks: Is the spacing of bars and stirrups in adherence to the drawings, and are a sufficient number of cover blocks of specified thickness being used?",NULL,NULL,NULL,NULL,false,medium,11
c3a3912b-384c-5749-a9af-91cd476b9a57,dab3b565-b360-5e4b-ac8f-241506758bef,During Reinforcement Placement,Safety Standards Compliance: Are safety standards and regulations being followed during the placement of reinforcement?,NULL,NULL,NULL,NULL,false,medium,12
a3b65fc4-69a8-559b-8bda-b8e7ced84eb4,dab3b565-b360-5e4b-ac8f-241506758bef,During Reinforcement Placement,Tie Wire and Fastening: Is appropriate tie wire and fasteners being used to secure the reinforcement in place?,NULL,NULL,NULL,NULL,false,medium,13
0525434e-624b-5efc-8f3f-670765277429,dab3b565-b360-5e4b-ac8f-241506758bef,During Reinforcement Placement,"Construction Joint Reinforcement: At construction joints, have all reinforcement bars extending to the future concreting been provided?",NULL,NULL,NULL,NULL,false,medium,14
2c3a109b-9a41-5820-93c8-84037526bf56,dab3b565-b360-5e4b-ac8f-241506758bef,During Reinforcement Placement,Inserts and Tying: Are inserts fixed in the correct location and tied properly to the reinforcement?,NULL,NULL,NULL,NULL,false,medium,15
2f030676-557a-553c-a9c4-012c51ff059b,dab3b565-b360-5e4b-ac8f-241506758bef,After Reinforcement Placement,"Inspection and Quality Check: Has the reinforcement been inspected for quality, and does it adhere to the design specifications?",NULL,NULL,NULL,NULL,false,medium,16
7c484a65-e483-508a-98b8-b25ab6f2b769,dab3b565-b360-5e4b-ac8f-241506758bef,After Reinforcement Placement,"Cover and Protective Measures: Is the specified concrete cover being maintained, and are there adequate protective measures in place for the reinforcement?",NULL,NULL,NULL,NULL,false,medium,17
96371fb6-0694-57f9-8a7e-ce2603b1364d,dab3b565-b360-5e4b-ac8f-241506758bef,After Reinforcement Placement,"Post-Pour Reinforcement Inspection: After pouring concrete, has a post-pour inspection been conducted to check for any misplacement or shifting of reinforcement?",NULL,NULL,NULL,NULL,false,medium,18
eda8780e-3543-51a1-a13b-6d89b636f3cd,28f3acb4-a45b-53d3-860a-7f5981cf96fa,Before Concreting,"Dimensions, Line, Level, Plumb: Are dimensions, alignment, level, and plumb in accordance with design specifications?",NULL,NULL,NULL,NULL,false,medium,0
5f75507b-3810-5368-99f2-af2343f4d56c,28f3acb4-a45b-53d3-860a-7f5981cf96fa,Before Concreting,Prop Support: Are wooden/steel props properly supported at the bottom on a rigid flat surface and secure?,NULL,NULL,NULL,NULL,false,medium,1
f37ab8da-62bb-5b62-967d-f28cffddaeba,28f3acb4-a45b-53d3-860a-7f5981cf96fa,Before Concreting,Support Bracing: Is the support system adequately braced for stability?,NULL,NULL,NULL,NULL,false,medium,2
ff98ec77-6b57-5fe3-b86f-790c7439cb10,28f3acb4-a45b-53d3-860a-7f5981cf96fa,Before Concreting,Prop Individual Check: Have each prop been individually inspected to ensure they are resting on a rigid base?,NULL,NULL,NULL,NULL,false,medium,3
5a9374cd-5724-561c-a6a6-9f257ae98e76,28f3acb4-a45b-53d3-860a-7f5981cf96fa,Before Concreting,"Spouts/Inserts/ Openings: Are the location and provision of spouts, inserts, and openings verified?",NULL,NULL,NULL,NULL,false,medium,4
90ce1605-a504-599a-bacd-5778050a60fd,28f3acb4-a45b-53d3-860a-7f5981cf96fa,Before Concreting,Sunken Slab Area: Is the level and position of sunken slab areas checked?,NULL,NULL,NULL,NULL,false,medium,5
